Citation,Scientific_Name,Host_Species,Host_Family,Host_Family_Simplified,Host_Order,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Isolate_Lineage,Virus_Lineage,Virus_Dose,Dose_Method,Host_Isolate_Date,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer,Titer_SD,Titer_SE,Survival,Alive,Potential_Error,Variance
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2012,California,8,8,5,2.382,0.708,0.250315801,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2012,California,8,8,6,1.745,0.695,0.245719606,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2012,California,8,8,7,1.701,0,0,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249H,1999,New York,2,D,1500,needle,2012,California,8,8,8,,,,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2012,California,8,8,1,2.36,0,0,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2012,California,8,8,2,5.799,0.776,0.274357431,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2012,California,8,8,3,6.182,0.842,0.297691955,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2012,California,8,8,4,6.416,0.713,0.252083567,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2012,California,8,8,5,4.022,0.513,0.181372889,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2012,California,8,8,6,3.429,0.649,0.22945615,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2012,California,8,8,7,2.549,0.664,0.234759451,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249D,1999,New York,exp,E,1500,needle,2012,California,8,8,8,,,,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2012,California,8,8,1,3.023,0.748,0.264457936,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2012,California,8,8,2,5.88,0.695,0.245719606,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2012,California,8,8,3,6.479,0.545,0.192686598,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2012,California,8,8,4,5.87,0.736,0.260215295,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2012,California,8,8,5,3.667,0.411,0.145310444,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2012,California,8,8,6,1.725,0.715,0.252790674,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2012,California,8,8,7,1.732,0,0,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249A,1999,New York,1a,A,1500,needle,2012,California,8,8,8,,,,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2012,California,8,8,1,2.041,0.359,0.126925667,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2012,California,8,8,2,5.68,0.895,0.316430285,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2012,California,8,8,3,6.136,0.888,0.313955411,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2012,California,8,8,4,4.035,0.694,0.245366053,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2012,California,8,8,5,2.41,0.68,0.24,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2012,California,8,8,6,2.13,0.695,0.245719606,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2012,California,8,8,7,1.712,0,0,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249T,1999,New York,1a,A,1500,needle,2012,California,8,8,8,,,,1,8,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2012,Colorado,4,4,1,2.23,0.587,0.2935,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2012,Colorado,4,4,2,5.132,1.514,0.757,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2012,Colorado,4,4,3,6.245,1.515,0.7575,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2012,Colorado,4,4,4,5.468,0.711,0.3555,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2012,Colorado,4,4,5,4.788,0.769,0.3845,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2012,Colorado,4,4,6,3.365,1.128,0.564,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2012,Colorado,4,4,7,2.018,,,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249P,1999,New York,1a,A,1500,needle,2012,Colorado,4,4,8,,,,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2012,Colorado,4,4,1,1.989,0,0,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2012,Colorado,4,4,2,2.82,1.104,0.552,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2012,Colorado,4,4,3,4.052,1.795,0.8975,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2012,Colorado,4,4,4,5.174,1.636,0.818,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2012,Colorado,4,4,5,6.055,1.666,0.833,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2012,Colorado,4,4,6,5.708,2.336,1.168,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2012,Colorado,4,4,7,6.22,2.82,1.41,1,4,N,Y
Langevin et al. 2014,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NS3-249N,1999,New York,3,D,1500,needle,2012,Colorado,4,4,8,,,,1,4,N,Y
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,16,1,4.184,,,1,16,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,16,2,5.11,,,1,16,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,16,3,5.46,,,1,16,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,13,4,4.475,,,0.8125,13,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,10,5,3.52,,,0.625,10,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,7,6,2.787,,,0.4375,7,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,6,7,0.85,,,0.375,6,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,0,8,,,,,0,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,16,1,5.383,,,1,16,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,16,2,6.868,,,1,16,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,16,3,7.321,,,1,16,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,13,4,6.461,,,0.8125,13,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,10,5,6.181,,,0.625,10,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,7,6,4.713,,,0.4375,7,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,6,7,2.466,,,0.375,6,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99AAF,1999,New York,1a1,B,1000,needle,2003,California,16,0,8,,,,,0,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,4,1,2.262,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,4,2,5.319,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,4,3,6.959,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,4,4,5.813,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,3,5,5.752,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,2,6,4.653,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,1,7,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,1,8,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,4,1,2.229,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,4,2,6.171,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,4,3,6.586,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,4,4,6.245,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,3,5,4.955,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,2,6,3.162,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,1,7,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1.995262315,needle,2003,California,4,0,8,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,3.981071706,needle,2003,California,4,4,1,4.533,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,3.981071706,needle,2003,California,4,4,2,5.983,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,3.981071706,needle,2003,California,4,4,3,6.741,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,3.981071706,needle,2003,California,4,3,4,5.911,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,3.981071706,needle,2003,California,4,2,5,5.732,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,3.981071706,needle,2003,California,4,1,6,3.213,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,3.981071706,needle,2003,California,4,0,7,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,3.981071706,needle,2003,California,4,0,8,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,199.5262315,needle,2003,California,4,4,1,5.149,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,199.5262315,needle,2003,California,4,4,2,6.387,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,199.5262315,needle,2003,California,4,4,3,7.59,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,199.5262315,needle,2003,California,4,4,4,6.25,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,199.5262315,needle,2003,California,4,3,5,6.286,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,199.5262315,needle,2003,California,4,3,6,5.583,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,199.5262315,needle,2003,California,4,3,7,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,199.5262315,needle,2003,California,4,3,8,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,California,4,4,1,6.351,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,California,4,4,2,6.873,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,California,4,4,3,7.525,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,California,4,3,4,6.127,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,California,4,2,5,5.334,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,California,4,1,6,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,California,4,1,7,,,,,,Y,N
Reisen et al. 2005,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2003,California,4,1,8,,,,,,Y,N
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV997,2003,California,1a2,C,1000,needle,2013,California,6,6,1,3.069333333,0.595569531,0.243140243,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV997,2003,California,1a2,C,1000,needle,2013,California,6,6,2,6.513333333,0.792951617,0.323721142,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV997,2003,California,1a2,C,1000,needle,2013,California,6,6,3,7.207666667,0.214882914,0.087725582,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV997,2003,California,1a2,C,1000,needle,2013,California,6,6,4,4.414166667,2.150173706,0.87780474,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV997,2003,California,1a2,C,1000,needle,2013,California,6,6,5,0.457,0,0,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV997,2003,California,1a2,C,1000,needle,2013,California,6,6,6,0.859166667,1.007148533,0.411166667,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV997,2003,California,1a2,C,1000,needle,2013,California,6,5,7,0.464,0,0,0.833333333,5,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV997,2003,California,1a2,C,1000,needle,2013,California,6,5,8,,,,0.833333333,5,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,SAC047168 (CA04),2004,California,1a2,C,1000,needle,2013,California,6,6,1,4.9135,0.500683033,0.204402992,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,SAC047168 (CA04),2004,California,1a2,C,1000,needle,2013,California,6,6,2,7.7925,0.565413742,0.230829194,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,SAC047168 (CA04),2004,California,1a2,C,1000,needle,2013,California,6,6,3,7.9514,0.558892625,0.228166959,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,SAC047168 (CA04),2004,California,1a2,C,1000,needle,2013,California,6,6,4,6.123,1.379134946,0.563029484,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,SAC047168 (CA04),2004,California,1a2,C,1000,needle,2013,California,6,6,5,4.780166667,1.816049054,0.741398922,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,SAC047168 (CA04),2004,California,1a2,C,1000,needle,2013,California,6,5,6,3.0086,1.453211375,0.649895884,0.833333333,5,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,SAC047168 (CA04),2004,California,1a2,C,1000,needle,2013,California,6,4,7,0.436,0,0,0.666666667,4,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,SAC047168 (CA04),2004,California,1a2,C,1000,needle,2013,California,6,4,8,,,,0.666666667,4,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV9975nt,2003,California,1a2,C,1000,needle,2013,California,6,6,1,3.6535,0.611410092,0.249607125,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV9975nt,2003,California,1a2,C,1000,needle,2013,California,6,6,2,7.005333333,0.675681779,0.275845931,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV9975nt,2003,California,1a2,C,1000,needle,2013,California,6,6,3,7.106833333,0.884052581,0.360912955,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV9975nt,2003,California,1a2,C,1000,needle,2013,California,6,6,4,5.241333333,1.802176203,0.735735354,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV9975nt,2003,California,1a2,C,1000,needle,2013,California,6,6,5,4.354,5.489977049,2.241273745,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV9975nt,2003,California,1a2,C,1000,needle,2013,California,6,6,6,4.6485,5.906462943,2.411303399,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV9975nt,2003,California,1a2,C,1000,needle,2013,California,6,5,7,0.472,0,0,0.833333333,5,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,COAV9975nt,2003,California,1a2,C,1000,needle,2013,California,6,5,8,,,,0.833333333,5,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2013,California,6,6,1,4.565166667,0.540660861,0.220723872,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2013,California,6,6,2,7.2905,0.583547342,0.238232205,1,6,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2013,California,6,5,3,7.8658,0.616111354,0.275533374,0.833333333,5,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2013,California,6,5,4,6.1174,1.598593069,0.714912554,0.833333333,5,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2013,California,6,5,5,5.9968,2.262022259,1.011607108,0.833333333,5,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2013,California,6,3,6,3.7808,2.463780774,1.422464493,0.5,3,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2013,California,6,2,7,0.48,0,0,0.333333333,2,N,Y
Worwa et al. 2015,Carpodacus_mexicanus,House finch,Fringillidae,Fringillidae,Passeriformes,NY99,1999,New York,1a1,B,1000,needle,2013,California,6,2,8,,,,0.333333333,2,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1153,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,1,2.640185,0.458815,0.18731044,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1153,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,2,5.101482751,1.644517249,0.671371356,1,6,N,Y
